Id,Name,Type,Industry,Rating
001dM000023pZZEQA2,Dummy Account 222,Customer,Healthcare,Cold
001dM000023pZZFQA2,Dummy Account 223,Customer,Retail,Cold
001dM000023pZZGQA2,Dummy Account 224,Prospect,Finance,Warm
001dM000023pZZHQA2,Dummy Account 225,Prospect,Finance,Warm
001dM000023pZZIQA2,Dummy Account 226,Partner,Finance,Warm
001dM000023pZZJQA2,Dummy Account 227,Partner,Healthcare,Cold
001dM000023pZZKQA2,Dummy Account 228,Customer,Retail,Hot
001dM000023pZZLQA2,Dummy Account 229,Customer,Finance,Warm
001dM000023pZZMQA2,Dummy Account 230,Prospect,Technology,Hot
001dM000023pZZNQA2,Dummy Account 231,Prospect,Retail,Cold
001dM000023pZZOQA2,Dummy Account 232,Partner,Finance,Hot
001dM000023pZZPQA2,Dummy Account 233,Prospect,Healthcare,Hot
001dM000023pZZQQA2,Dummy Account 234,Partner,Finance,Cold
001dM000023pZZRQA2,Dummy Account 235,Customer,Technology,Cold
001dM000023pZZSQA2,Dummy Account 236,Partner,Healthcare,Cold
001dM000023pZZTQA2,Dummy Account 237,Partner,Healthcare,Hot
001dM000023pZZUQA2,Dummy Account 238,Partner,Finance,Cold
001dM000023pZZVQA2,Dummy Account 239,Customer,Healthcare,Warm
001dM000023pZZWQA2,Dummy Account 240,Partner,Healthcare,Cold
001dM000023pZZXQA2,Dummy Account 241,Customer,Retail,Cold
001dM000023pZZYQA2,Dummy Account 242,Prospect,Healthcare,Cold
001dM000023pZZZQA2,Dummy Account 243,Prospect,Finance,Hot
001dM000023pZZaQAM,Dummy Account 244,Prospect,Retail,Warm
001dM000023pZZbQAM,Dummy Account 245,Prospect,Finance,Warm
001dM000023pZZcQAM,Dummy Account 246,Customer,Finance,Hot
001dM000023pZZdQAM,Dummy Account 247,Partner,Healthcare,Warm
001dM000023pZZeQAM,Dummy Account 248,Prospect,Healthcare,Cold
001dM000023pZZfQAM,Dummy Account 249,Customer,Retail,Cold
001dM000023pZZgQAM,Dummy Account 250,Customer,Technology,Cold
001dM000023pZZhQAM,Dummy Account 251,Prospect,Technology,Cold
001dM000023pZZiQAM,Dummy Account 252,Partner,Technology,Hot
001dM000023pZZjQAM,Dummy Account 253,Customer,Technology,Cold
001dM000023pZZkQAM,Dummy Account 254,Partner,Healthcare,Cold
001dM000023pZZlQAM,Dummy Account 255,Customer,Healthcare,Warm
001dM000023pZZmQAM,Dummy Account 256,Partner,Healthcare,Cold
001dM000023pZZnQAM,Dummy Account 257,Customer,Retail,Cold
001dM000023pZZoQAM,Dummy Account 258,Partner,Finance,Hot
001dM000023pZZpQAM,Dummy Account 259,Partner,Healthcare,Cold
001dM000023pZZqQAM,Dummy Account 260,Customer,Retail,Hot
001dM000023pZZrQAM,Dummy Account 261,Partner,Healthcare,Cold
001dM000023pZZsQAM,Dummy Account 262,Customer,Healthcare,Hot
001dM000023pZZtQAM,Dummy Account 263,Customer,Finance,Hot
001dM000023pZZuQAM,Dummy Account 264,Prospect,Retail,Hot
001dM000023pZZvQAM,Dummy Account 265,Partner,Retail,Warm
001dM000023pZZwQAM,Dummy Account 266,Partner,Healthcare,Cold
001dM000023pZZxQAM,Dummy Account 267,Prospect,Finance,Cold
001dM000023pZZyQAM,Dummy Account 268,Prospect,Retail,Warm
001dM000023pZZzQAM,Dummy Account 269,Partner,Retail,Hot
001dM000023pZa0QAE,Dummy Account 270,Prospect,Technology,Warm
001dM000023pZa1QAE,Dummy Account 271,Prospect,Technology,Cold
001dM000023pZa2QAE,Dummy Account 272,Partner,Retail,Warm
001dM000023pZa3QAE,Dummy Account 273,Prospect,Technology,Warm
001dM000023pZa4QAE,Dummy Account 274,Prospect,Finance,Cold
001dM000023pZa5QAE,Dummy Account 275,Partner,Retail,Cold
001dM000023pZa6QAE,Dummy Account 276,Prospect,Technology,Warm
001dM000023pZa7QAE,Dummy Account 277,Customer,Healthcare,Cold
001dM000023pZa8QAE,Dummy Account 278,Partner,Technology,Cold
001dM000023pZa9QAE,Dummy Account 279,Partner,Retail,Cold
001dM000023pZaAQAU,Dummy Account 280,Prospect,Healthcare,Cold
001dM000023pZaBQAU,Dummy Account 281,Prospect,Retail,Hot
001dM000023pZaCQAU,Dummy Account 282,Customer,Finance,Hot
001dM000023pZaDQAU,Dummy Account 283,Partner,Healthcare,Warm
001dM000023pZaEQAU,Dummy Account 284,Prospect,Finance,Hot
001dM000023pZaFQAU,Dummy Account 285,Partner,Technology,Warm
001dM000023pZaGQAU,Dummy Account 286,Prospect,Finance,Cold
001dM000023pZaHQAU,Dummy Account 287,Customer,Retail,Cold
001dM000023pZaIQAU,Dummy Account 288,Prospect,Retail,Hot
001dM000023pZaJQAU,Dummy Account 289,Customer,Technology,Cold
001dM000023pZaKQAU,Dummy Account 290,Prospect,Healthcare,Hot
001dM000023pZaLQAU,Dummy Account 291,Partner,Finance,Hot
001dM000023pZaMQAU,Dummy Account 292,Customer,Finance,Cold
001dM000023pZaNQAU,Dummy Account 293,Customer,Finance,Hot
001dM000023pZaOQAU,Dummy Account 294,Customer,Technology,Cold
001dM000023pZaPQAU,Dummy Account 295,Partner,Retail,Cold
001dM000023pZaQQAU,Dummy Account 296,Partner,Healthcare,Hot
001dM000023pZaRQAU,Dummy Account 297,Partner,Retail,Warm
001dM000023pZaSQAU,Dummy Account 298,Prospect,Retail,Warm
001dM000023pg8wQAA,Dummy Account 401,Prospect,Healthcare,Cold
001dM000023pg8xQAA,Dummy Account 402,Prospect,Finance,Warm
001dM000023pg8yQAA,Dummy Account 403,Customer,Technology,Cold
001dM000023pg8zQAA,Dummy Account 404,Partner,Retail,Warm
001dM000023pg90QAA,Dummy Account 405,Prospect,Healthcare,Cold
001dM000023pg91QAA,Dummy Account 406,Customer,Technology,Cold
001dM000023pg92QAA,Dummy Account 407,Prospect,Healthcare,Hot
001dM000023pg93QAA,Dummy Account 408,Partner,Finance,Hot
001dM000023pg94QAA,Dummy Account 409,Customer,Healthcare,Cold
001dM000023pg95QAA,Dummy Account 410,Partner,Retail,Hot
001dM000023pg96QAA,Dummy Account 411,Customer,Technology,Cold
001dM000023pg97QAA,Dummy Account 412,Prospect,Technology,Warm
001dM000023pg98QAA,Dummy Account 413,Customer,Technology,Cold
001dM000023pg99QAA,Dummy Account 414,Customer,Healthcare,Cold
001dM000023pg9AQAQ,Dummy Account 415,Customer,Finance,Warm
001dM000023pg9BQAQ,Dummy Account 416,Partner,Finance,Hot
001dM000023pg9CQAQ,Dummy Account 417,Partner,Healthcare,Cold
001dM000023pg9DQAQ,Dummy Account 418,Prospect,Finance,Hot
001dM000023pg9EQAQ,Dummy Account 419,Customer,Retail,Hot
001dM000023pg9FQAQ,Dummy Account 420,Partner,Technology,Hot
001dM000023pg9GQAQ,Dummy Account 421,Partner,Healthcare,Warm
001dM000023pg9HQAQ,Dummy Account 422,Prospect,Healthcare,Hot
001dM000023pg9IQAQ,Dummy Account 423,Customer,Retail,Warm
001dM000023pg9JQAQ,Dummy Account 424,Prospect,Retail,Cold
001dM000023pg9KQAQ,Dummy Account 425,Customer,Retail,Cold
001dM000023pg9LQAQ,Dummy Account 426,Customer,Healthcare,Warm
001dM000023pg9MQAQ,Dummy Account 427,Partner,Healthcare,Warm
001dM000023pg9NQAQ,Dummy Account 428,Prospect,Retail,Warm
001dM000023pg9OQAQ,Dummy Account 429,Customer,Healthcare,Warm
001dM000023pg9PQAQ,Dummy Account 430,Customer,Technology,Warm
001dM000023pg9QQAQ,Dummy Account 431,Partner,Healthcare,Cold
001dM000023pg9RQAQ,Dummy Account 432,Prospect,Finance,Cold
001dM000023pg9SQAQ,Dummy Account 433,Prospect,Finance,Warm
001dM000023pg9TQAQ,Dummy Account 434,Partner,Finance,Warm
001dM000023pg9UQAQ,Dummy Account 435,Customer,Finance,Hot
001dM000023pg9VQAQ,Dummy Account 436,Customer,Retail,Warm
001dM000023pg9WQAQ,Dummy Account 437,Customer,Retail,Cold
001dM000023pg9XQAQ,Dummy Account 438,Partner,Healthcare,Warm
001dM000023pg9YQAQ,Dummy Account 439,Customer,Healthcare,Cold
001dM000023pg9ZQAQ,Dummy Account 440,Customer,Healthcare,Hot
001dM000023pg9aQAA,Dummy Account 441,Prospect,Retail,Warm
001dM000023pg9bQAA,Dummy Account 442,Partner,Finance,Hot
001dM000023pg9cQAA,Dummy Account 443,Partner,Retail,Hot
001dM000023pg9dQAA,Dummy Account 444,Customer,Healthcare,Hot
001dM000023pg9eQAA,Dummy Account 445,Prospect,Technology,Warm
001dM000023pg9fQAA,Dummy Account 446,Partner,Technology,Hot
001dM000023pg9gQAA,Dummy Account 447,Customer,Technology,Warm
001dM000023pg9hQAA,Dummy Account 448,Partner,Technology,Warm
001dM000023pg9iQAA,Dummy Account 449,Partner,Healthcare,Warm
001dM000023pg9jQAA,Dummy Account 450,Prospect,Finance,Hot
001dM000023pg9kQAA,Dummy Account 451,Prospect,Healthcare,Cold
001dM000023pg9lQAA,Dummy Account 452,Partner,Finance,Hot
001dM000023pg9mQAA,Dummy Account 453,Customer,Technology,Hot
001dM000023pg9nQAA,Dummy Account 454,Prospect,Retail,Hot
001dM000023pg9oQAA,Dummy Account 455,Partner,Healthcare,Cold
001dM000023pg9pQAA,Dummy Account 456,Customer,Technology,Cold
001dM000023pg9qQAA,Dummy Account 457,Customer,Finance,Hot
001dM000023pg9rQAA,Dummy Account 458,Partner,Retail,Hot
001dM000023pg9sQAA,Dummy Account 459,Partner,Finance,Hot
001dM000023pg9tQAA,Dummy Account 460,Customer,Finance,Cold
001dM000023pg9uQAA,Dummy Account 461,Partner,Technology,Warm
001dM000023pg9vQAA,Dummy Account 462,Prospect,Healthcare,Warm
001dM000023pg9wQAA,Dummy Account 463,Partner,Finance,Warm
001dM000023pg9xQAA,Dummy Account 464,Partner,Technology,Cold
001dM000023pg9yQAA,Dummy Account 465,Customer,Technology,Warm
001dM000023pg9zQAA,Dummy Account 466,Prospect,Finance,Hot
001dM000023pgA0QAI,Dummy Account 467,Partner,Healthcare,Warm
001dM000023pgA1QAI,Dummy Account 468,Customer,Retail,Hot
001dM000023pgA2QAI,Dummy Account 469,Customer,Retail,Warm
001dM000023pgA3QAI,Dummy Account 470,Prospect,Retail,Hot
001dM000023pgA4QAI,Dummy Account 471,Customer,Finance,Hot
001dM000023pgA5QAI,Dummy Account 472,Prospect,Healthcare,Warm
001dM000023pgA6QAI,Dummy Account 473,Customer,Retail,Cold
001dM000023pgA7QAI,Dummy Account 474,Customer,Retail,Warm
001dM000023pgA8QAI,Dummy Account 475,Customer,Healthcare,Cold
001dM000023pgA9QAI,Dummy Account 476,Partner,Healthcare,Hot
001dM000023pgAAQAY,Dummy Account 477,Partner,Healthcare,Cold
001dM000023pgABQAY,Dummy Account 478,Prospect,Finance,Hot
001dM000023pgACQAY,Dummy Account 479,Prospect,Technology,Hot
001dM000023pgADQAY,Dummy Account 480,Partner,Retail,Warm
001dM000023pgAEQAY,Dummy Account 481,Prospect,Healthcare,Warm
001dM000023pgAFQAY,Dummy Account 482,Partner,Retail,Hot
001dM000023pgAGQAY,Dummy Account 483,Partner,Finance,Cold
001dM000023pgAHQAY,Dummy Account 484,Customer,Finance,Warm
001dM000023pgAIQAY,Dummy Account 485,Partner,Technology,Hot
001dM000023pgAJQAY,Dummy Account 486,Partner,Finance,Cold
001dM000023pgAKQAY,Dummy Account 487,Customer,Healthcare,Cold
001dM000023pgALQAY,Dummy Account 488,Partner,Finance,Hot
001dM000023pgAMQAY,Dummy Account 489,Prospect,Retail,Hot
001dM000023pgANQAY,Dummy Account 490,Customer,Retail,Hot
001dM000023pgAOQAY,Dummy Account 491,Customer,Technology,Hot
001dM000023pgAPQAY,Dummy Account 492,Prospect,Retail,Cold
001dM000023pgAQQAY,Dummy Account 493,Customer,Finance,Hot
001dM000023pgARQAY,Dummy Account 494,Customer,Retail,Cold
001dM000023pgASQAY,Dummy Account 495,Prospect,Technology,Cold
001dM000023pgATQAY,Dummy Account 496,Customer,Technology,Hot
001dM000023pgAUQAY,Dummy Account 497,Customer,Retail,Cold
001dM000023pgAVQAY,Dummy Account 498,Customer,Healthcare,Warm
001dM000023pgAWQAY,Dummy Account 499,Partner,Retail,Warm
001dM000023pgU2QAI,Dummy Account 1,Customer,Technology,Hot
001dM000023pgU3QAI,Dummy Account 2,Prospect,Technology,Warm
001dM000023pgU4QAI,Dummy Account 3,Partner,Finance,Cold
001dM000023pgU5QAI,Dummy Account 4,Partner,Healthcare,Warm
001dM000023pgU6QAI,Dummy Account 5,Customer,Healthcare,Hot
001dM000023pgU7QAI,Dummy Account 6,Partner,Healthcare,Cold
001dM000023pgU8QAI,Dummy Account 7,Partner,Finance,Cold
001dM000023pgU9QAI,Dummy Account 8,Prospect,Technology,Warm
001dM000023pgUAQAY,Dummy Account 9,Customer,Healthcare,Hot
001dM000023pgUBQAY,Dummy Account 10,Customer,Retail,Cold
001dM000023pgUCQAY,Dummy Account 11,Prospect,Finance,Warm
001dM000023pgUDQAY,Dummy Account 12,Partner,Technology,Cold
001dM000023pgUEQAY,Dummy Account 13,Prospect,Technology,Cold
001dM000023pgUFQAY,Dummy Account 14,Customer,Healthcare,Hot
001dM000023pgUGQAY,Dummy Account 15,Customer,Healthcare,Cold
001dM000023pgUHQAY,Dummy Account 16,Customer,Technology,Warm
001dM000023pgUIQAY,Dummy Account 17,Customer,Technology,Cold
001dM000023pgUJQAY,Dummy Account 18,Customer,Finance,Cold
001dM000023pgUKQAY,Dummy Account 19,Customer,Healthcare,Warm
001dM000023pgULQAY,Dummy Account 20,Customer,Technology,Warm
001dM000023pgUMQAY,Dummy Account 21,Customer,Healthcare,Cold
001dM000023pgUNQAY,Dummy Account 22,Prospect,Healthcare,Cold
001dM000023pgUOQAY,Dummy Account 23,Partner,Finance,Hot
001dM000023pgUPQAY,Dummy Account 24,Prospect,Healthcare,Warm
001dM000023pgUQQAY,Dummy Account 25,Customer,Healthcare,Hot
001dM000023pgURQAY,Dummy Account 26,Prospect,Finance,Hot
001dM000023pgUSQAY,Dummy Account 27,Partner,Healthcare,Cold
001dM000023pgUTQAY,Dummy Account 28,Customer,Technology,Cold
001dM000023pgUUQAY,Dummy Account 29,Prospect,Healthcare,Hot
001dM000023pgUVQAY,Dummy Account 30,Partner,Finance,Hot
001dM000023pgUWQAY,Dummy Account 31,Partner,Healthcare,Hot
001dM000023pgUXQAY,Dummy Account 32,Customer,Finance,Cold
001dM000023pgUYQAY,Dummy Account 33,Customer,Technology,Hot
001dM000023pgUZQAY,Dummy Account 34,Prospect,Technology,Warm
001dM000023pgUaQAI,Dummy Account 35,Partner,Retail,Cold
001dM000023pgUbQAI,Dummy Account 36,Customer,Retail,Hot
001dM000023pgUcQAI,Dummy Account 37,Prospect,Retail,Hot
001dM000023pgUdQAI,Dummy Account 38,Prospect,Technology,Cold
001dM000023pgUeQAI,Dummy Account 39,Partner,Finance,Hot
001dM000023pgUfQAI,Dummy Account 40,Customer,Technology,Warm
001dM000023pgUgQAI,Dummy Account 41,Partner,Technology,Warm
001dM000023pgUhQAI,Dummy Account 42,Customer,Healthcare,Cold
001dM000023pgUiQAI,Dummy Account 43,Prospect,Retail,Cold
001dM000023pgUjQAI,Dummy Account 44,Partner,Finance,Warm
001dM000023pgUkQAI,Dummy Account 45,Customer,Healthcare,Hot
001dM000023pgUlQAI,Dummy Account 46,Partner,Technology,Cold
001dM000023pgUmQAI,Dummy Account 47,Customer,Technology,Cold
001dM000023pgUnQAI,Dummy Account 48,Partner,Retail,Cold
001dM000023pgUoQAI,Dummy Account 49,Partner,Technology,Warm
001dM000023pgUpQAI,Dummy Account 50,Prospect,Finance,Warm
001dM000023pgUqQAI,Dummy Account 51,Customer,Finance,Cold
001dM000023pgUrQAI,Dummy Account 52,Customer,Healthcare,Hot
001dM000023pgUsQAI,Dummy Account 53,Partner,Healthcare,Cold
001dM000023pgUtQAI,Dummy Account 54,Prospect,Technology,Cold
001dM000023pgUuQAI,Dummy Account 55,Partner,Healthcare,Cold
001dM000023pgUvQAI,Dummy Account 56,Customer,Retail,Cold
001dM000023pgUwQAI,Dummy Account 57,Partner,Retail,Hot
001dM000023pgUxQAI,Dummy Account 58,Partner,Retail,Hot
001dM000023pgUyQAI,Dummy Account 59,Partner,Finance,Warm
001dM000023pgUzQAI,Dummy Account 60,Customer,Healthcare,Warm
001dM000023pgV0QAI,Dummy Account 61,Partner,Healthcare,Cold
001dM000023pgV1QAI,Dummy Account 62,Prospect,Retail,Hot
001dM000023pgV2QAI,Dummy Account 63,Partner,Retail,Warm
001dM000023pgV3QAI,Dummy Account 64,Partner,Technology,Cold
001dM000023pgV4QAI,Dummy Account 65,Customer,Finance,Cold
001dM000023pgV5QAI,Dummy Account 66,Customer,Finance,Warm
001dM000023pgV6QAI,Dummy Account 67,Prospect,Healthcare,Hot
001dM000023pgV7QAI,Dummy Account 68,Prospect,Retail,Hot
001dM000023pgV8QAI,Dummy Account 69,Prospect,Retail,Cold
001dM000023pgV9QAI,Dummy Account 70,Prospect,Retail,Hot
001dM000023pgVAQAY,Dummy Account 71,Customer,Healthcare,Cold
001dM000023pgVBQAY,Dummy Account 72,Customer,Retail,Hot
001dM000023pgVCQAY,Dummy Account 73,Customer,Healthcare,Cold
001dM000023pgVDQAY,Dummy Account 74,Prospect,Technology,Cold
001dM000023pgVEQAY,Dummy Account 75,Partner,Retail,Cold
001dM000023pgVFQAY,Dummy Account 76,Customer,Retail,Cold
001dM000023pgVGQAY,Dummy Account 77,Partner,Finance,Warm
001dM000023pgVHQAY,Dummy Account 78,Customer,Healthcare,Warm
001dM000023pgVIQAY,Dummy Account 79,Customer,Healthcare,Hot
001dM000023pgVJQAY,Dummy Account 80,Customer,Retail,Cold
001dM000023pgVKQAY,Dummy Account 81,Partner,Technology,Hot
001dM000023pgVLQAY,Dummy Account 82,Partner,Healthcare,Hot
001dM000023pgVMQAY,Dummy Account 83,Customer,Finance,Warm
001dM000023pgVNQAY,Dummy Account 84,Prospect,Finance,Warm
001dM000023pgVOQAY,Dummy Account 85,Customer,Technology,Cold
001dM000023pgVPQAY,Dummy Account 86,Customer,Finance,Warm
001dM000023pgVQQAY,Dummy Account 87,Partner,Finance,Cold
001dM000023pgVRQAY,Dummy Account 88,Partner,Healthcare,Hot
001dM000023pgVSQAY,Dummy Account 89,Prospect,Finance,Hot
001dM000023pgVTQAY,Dummy Account 90,Prospect,Healthcare,Hot
001dM000023pgVUQAY,Dummy Account 91,Customer,Retail,Cold
001dM000023piSZQAY,Dummy Account 1,Prospect,Finance,Hot
001dM000023piSaQAI,Dummy Account 2,Partner,Finance,Warm
001dM000023piSbQAI,Dummy Account 3,Partner,Technology,Warm
001dM000023piScQAI,Dummy Account 4,Customer,Retail,Warm
001dM000023piSdQAI,Dummy Account 5,Customer,Technology,Hot
001dM000023piSeQAI,Dummy Account 6,Partner,Technology,Cold
001dM000023piSfQAI,Dummy Account 7,Partner,Healthcare,Hot
001dM000023piSgQAI,Dummy Account 8,Partner,Finance,Cold
001dM000023piShQAI,Dummy Account 9,Partner,Healthcare,Warm
001dM000023piSiQAI,Dummy Account 10,Customer,Finance,Cold
001dM000023piSjQAI,Dummy Account 11,Prospect,Finance,Warm
001dM000023piSkQAI,Dummy Account 12,Customer,Technology,Warm
001dM000023piSlQAI,Dummy Account 13,Partner,Finance,Cold
001dM000023piSmQAI,Dummy Account 14,Partner,Healthcare,Hot
001dM000023piSnQAI,Dummy Account 15,Partner,Retail,Hot
001dM000023piSoQAI,Dummy Account 16,Partner,Healthcare,Cold
001dM000023piSpQAI,Dummy Account 17,Partner,Retail,Hot
001dM000023piSqQAI,Dummy Account 18,Prospect,Retail,Cold
001dM000023piSrQAI,Dummy Account 19,Customer,Healthcare,Cold
001dM000023piSsQAI,Dummy Account 20,Prospect,Healthcare,Warm
001dM000023piStQAI,Dummy Account 21,Partner,Healthcare,Cold
001dM000023piSuQAI,Dummy Account 22,Partner,Retail,Warm
001dM000023piSvQAI,Dummy Account 23,Customer,Technology,Cold
001dM000023piSwQAI,Dummy Account 24,Prospect,Healthcare,Cold
001dM000023piSxQAI,Dummy Account 25,Partner,Finance,Cold
001dM000023piSyQAI,Dummy Account 26,Prospect,Healthcare,Warm
001dM000023piSzQAI,Dummy Account 27,Partner,Finance,Warm
001dM000023piT0QAI,Dummy Account 28,Customer,Retail,Cold
001dM000023piT1QAI,Dummy Account 29,Prospect,Retail,Hot
001dM000023piT2QAI,Dummy Account 30,Prospect,Healthcare,Cold
001dM000023piT3QAI,Dummy Account 31,Partner,Technology,Cold
001dM000023piT4QAI,Dummy Account 32,Prospect,Healthcare,Warm
001dM000023piT5QAI,Dummy Account 33,Prospect,Technology,Cold
001dM000023piT6QAI,Dummy Account 34,Customer,Technology,Cold
001dM000023piT7QAI,Dummy Account 35,Partner,Finance,Warm
001dM000023piT8QAI,Dummy Account 36,Customer,Finance,Warm
001dM000023piT9QAI,Dummy Account 37,Prospect,Healthcare,Warm
001dM000023piTAQAY,Dummy Account 38,Partner,Retail,Cold
001dM000023piTBQAY,Dummy Account 39,Prospect,Healthcare,Warm
001dM000023piTCQAY,Dummy Account 40,Prospect,Healthcare,Warm
001dM000023piTDQAY,Dummy Account 41,Prospect,Healthcare,Warm
001dM000023piTEQAY,Dummy Account 42,Customer,Healthcare,Cold
001dM000023piTFQAY,Dummy Account 43,Customer,Technology,Hot
001dM000023piTGQAY,Dummy Account 44,Prospect,Finance,Hot
001dM000023piTHQAY,Dummy Account 45,Customer,Technology,Warm
001dM000023piTIQAY,Dummy Account 46,Prospect,Finance,Warm
001dM000023piTJQAY,Dummy Account 47,Customer,Technology,Hot
001dM000023piTKQAY,Dummy Account 48,Prospect,Retail,Hot
001dM000023piTLQAY,Dummy Account 49,Customer,Technology,Cold
001dM000023piTMQAY,Dummy Account 50,Prospect,Retail,Cold
001dM000023piTNQAY,Dummy Account 51,Partner,Finance,Hot
001dM000023piTOQAY,Dummy Account 52,Customer,Retail,Hot
001dM000023piTPQAY,Dummy Account 53,Prospect,Finance,Warm
001dM000023piTQQAY,Dummy Account 54,Prospect,Technology,Hot
001dM000023piTRQAY,Dummy Account 55,Partner,Retail,Warm
001dM000023piTSQAY,Dummy Account 56,Customer,Healthcare,Hot
001dM000023piTTQAY,Dummy Account 57,Partner,Finance,Cold
001dM000023piTUQAY,Dummy Account 58,Customer,Technology,Cold
001dM000023piTVQAY,Dummy Account 59,Partner,Finance,Warm
001dM000023piTWQAY,Dummy Account 60,Partner,Retail,Hot
001dM000023piTXQAY,Dummy Account 61,Partner,Technology,Cold
001dM000023piTYQAY,Dummy Account 62,Customer,Healthcare,Hot
001dM000023piTZQAY,Dummy Account 63,Customer,Retail,Warm
001dM000023piTaQAI,Dummy Account 64,Prospect,Retail,Hot
001dM000023piTbQAI,Dummy Account 65,Partner,Technology,Warm
001dM000023piTcQAI,Dummy Account 66,Customer,Technology,Warm
001dM000023piTdQAI,Dummy Account 67,Partner,Retail,Warm
001dM000023piTeQAI,Dummy Account 68,Partner,Finance,Warm
001dM000023piTfQAI,Dummy Account 69,Customer,Retail,Hot
001dM000023piTgQAI,Dummy Account 70,Customer,Retail,Warm
001dM000023piThQAI,Dummy Account 71,Prospect,Finance,Warm
001dM000023piTiQAI,Dummy Account 72,Partner,Technology,Hot
001dM000023piTjQAI,Dummy Account 73,Prospect,Finance,Cold
001dM000023piTkQAI,Dummy Account 74,Partner,Healthcare,Hot
001dM000023piTlQAI,Dummy Account 75,Partner,Retail,Hot
001dM000023piTmQAI,Dummy Account 76,Customer,Retail,Cold
001dM000023piTnQAI,Dummy Account 77,Customer,Technology,Cold
001dM000023piToQAI,Dummy Account 78,Prospect,Healthcare,Warm
001dM000023piTpQAI,Dummy Account 79,Prospect,Retail,Hot
001dM000023piTqQAI,Dummy Account 80,Customer,Healthcare,Warm
001dM000023piTrQAI,Dummy Account 81,Prospect,Healthcare,Hot
001dM000023piTsQAI,Dummy Account 82,Prospect,Technology,Hot
001dM000023piTtQAI,Dummy Account 83,Prospect,Technology,Hot
001dM000023piTuQAI,Dummy Account 84,Prospect,Finance,Hot
001dM000023piTvQAI,Dummy Account 85,Customer,Technology,Warm
001dM000023piTwQAI,Dummy Account 86,Partner,Finance,Cold
001dM000023piTxQAI,Dummy Account 87,Customer,Finance,Cold
001dM000023piTyQAI,Dummy Account 88,Prospect,Retail,Cold
001dM000023piTzQAI,Dummy Account 89,Customer,Finance,Warm
001dM000023piU0QAI,Dummy Account 90,Prospect,Retail,Hot
001dM000023piU1QAI,Dummy Account 91,Customer,Technology,Cold
001dM000023piU2QAI,Dummy Account 92,Partner,Technology,Warm
001dM000023piU3QAI,Dummy Account 93,Customer,Healthcare,Warm
001dM000023piU4QAI,Dummy Account 94,Partner,Retail,Cold
001dM000023pinUQAQ,Dummy Account 401,Partner,Healthcare,Hot
001dM000023pinVQAQ,Dummy Account 402,Customer,Healthcare,Cold
001dM000023pinWQAQ,Dummy Account 403,Prospect,Technology,Cold
001dM000023pinXQAQ,Dummy Account 404,Partner,Retail,Hot
001dM000023pinYQAQ,Dummy Account 405,Prospect,Finance,Hot
001dM000023pinZQAQ,Dummy Account 406,Customer,Healthcare,Cold
001dM000023pinaQAA,Dummy Account 407,Partner,Technology,Cold
001dM000023pinbQAA,Dummy Account 408,Customer,Technology,Warm
001dM000023pincQAA,Dummy Account 409,Customer,Retail,Hot
001dM000023pindQAA,Dummy Account 410,Partner,Technology,Hot
001dM000023pineQAA,Dummy Account 411,Customer,Finance,Cold
001dM000023pinfQAA,Dummy Account 412,Customer,Healthcare,Warm
001dM000023pingQAA,Dummy Account 413,Customer,Finance,Warm
001dM000023pinhQAA,Dummy Account 414,Prospect,Retail,Cold
001dM000023piniQAA,Dummy Account 415,Prospect,Finance,Cold
001dM000023pinjQAA,Dummy Account 416,Customer,Retail,Warm
001dM000023pinkQAA,Dummy Account 417,Prospect,Technology,Hot
001dM000023pinlQAA,Dummy Account 418,Customer,Retail,Warm
001dM000023pinmQAA,Dummy Account 419,Prospect,Retail,Hot
001dM000023pinnQAA,Dummy Account 420,Prospect,Retail,Hot
001dM000023pinoQAA,Dummy Account 421,Partner,Healthcare,Warm
001dM000023pinpQAA,Dummy Account 422,Prospect,Technology,Hot
001dM000023pinqQAA,Dummy Account 423,Customer,Retail,Warm
001dM000023pinrQAA,Dummy Account 424,Partner,Healthcare,Cold
001dM000023pinsQAA,Dummy Account 425,Partner,Technology,Hot
001dM000023pintQAA,Dummy Account 426,Partner,Finance,Cold
001dM000023pinuQAA,Dummy Account 427,Partner,Healthcare,Warm
001dM000023pinvQAA,Dummy Account 428,Partner,Retail,Hot
001dM000023pinwQAA,Dummy Account 429,Customer,Retail,Hot
001dM000023pinxQAA,Dummy Account 430,Partner,Technology,Cold
001dM000023pinyQAA,Dummy Account 431,Customer,Finance,Warm
001dM000023pinzQAA,Dummy Account 432,Prospect,Retail,Warm
001dM000023pio0QAA,Dummy Account 433,Customer,Retail,Warm
001dM000023pio1QAA,Dummy Account 434,Customer,Technology,Cold
001dM000023pio2QAA,Dummy Account 435,Partner,Healthcare,Hot
001dM000023pio3QAA,Dummy Account 436,Partner,Healthcare,Warm
001dM000023pio4QAA,Dummy Account 437,Customer,Finance,Hot
001dM000023pio5QAA,Dummy Account 438,Partner,Finance,Warm
001dM000023pio6QAA,Dummy Account 439,Prospect,Technology,Hot
001dM000023pio7QAA,Dummy Account 440,Prospect,Retail,Cold
001dM000023pio8QAA,Dummy Account 441,Customer,Healthcare,Warm
001dM000023pio9QAA,Dummy Account 442,Customer,Healthcare,Hot
001dM000023pioAQAQ,Dummy Account 443,Customer,Technology,Hot
001dM000023pioBQAQ,Dummy Account 444,Customer,Finance,Cold
